name,followers,popularity,genres,chart_hits
Noy Fadlon,48382.0,33,['israeli mediterranean'],['il (8)']
Toro y Moi,680344.0,62,"['alternative dance', 'chillwave', 'indie soul', 'indietronica', 'new rave']","['pl (1)', 'ch (1)', 'tw (1)']"
187INC,1863.0,23,['taiwan hip hop'],['tw (2)']
Roxie,55344.0,36,[],['pl (1)']
St. South,53054.0,45,"['electropop', 'vapor soul']",['fr (1)']
Alain Souchon,273434.0,51,"['chanson', 'french pop', 'french rock', 'nouvelle chanson francaise']",['fr (1)']
GABIFUEGO,2285.0,30,[],['no (1)']
Max B,198814.0,44,['trap'],['lu (1)']
Sven-Ingvars,86309.0,48,"['classic swedish pop', 'dansband', 'danspunk', 'varmland rock']",['se (1)']
Eric Saade,183735.0,43,"['europop', 'swedish idol pop', 'swedish pop']","['at (2)', 'bg (1)', 'de (2)', 'se (8)']"
DMS,173.0,2,[],['sk (1)']
Salshabilla,61761.0,29,[],['id (1)']
Maybon,4624.0,32,[],['no (3)']
Tracy McGrady,3073.0,33,['mambo chileno'],['cl (1)']
Boomeris,188.0,16,[],['lt (1)']
Organize,228384.0,61,['turkce drill'],"['cy (5)', 'tr (8)']"
Busiswa,237903.0,47,['south african house'],['za (1)']
Antonello Venditti,640876.0,56,"[""canzone d'autore"", 'classic italian pop', 'italian adult pop']",['it (3)']
Various Artists,1540234.0,0,[],"['us (1)', 'gb (1)', 'ar (1)', 'au (2)', 'at (1)', 'be (2)', 'bo (1)', 'br (1)', 'bg (2)', 'ca (2)', 'cl (1)', 'co (2)', 'cr (1)', 'cz (2)', 'dk (1)', 'do (2)', 'ec (1)', 'eg (1)', 'sv (1)', 'ee (2)', 'fi (1)', 'fr (1)', 'de (1)', 'gr (2)', 'gt (1)', 'hn (1)', 'hk (2)', 'hu (2)', 'is (2)', 'ie (2)', 'it (3)', 'lv (2)', 'lt (2)', 'lu (1)', 'my (3)', 'mt (1)', 'mx (1)', 'ma (1)', 'nl (4)', 'nz (1)', 'no (1)', 'pa (1)', 'py (1)', 'pe (1)', 'ph (4)', 'pl (2)', 'pt (1)', 'ro (1)', 'ru (1)', 'sa (1)', 'sg (3)', 'sk (2)', 'es (2)', 'se (3)', 'ch (2)', 'tw (5)', 'tr (2)', 'ua (1)', 'ae (1)', 'uy (1)', 'vn (1)']"
Bruno Martini,149005.0,66,"['brazilian edm', 'pop nacional']",['br (3)']
Majk Spirit,118134.0,46,"['czsk hip hop', 'slovak hip hop', 'slovak pop']","['cz (2)', 'sk (39)']"
Lu,4961.0,27,['v-pop'],['vn (1)']
Raymix,508156.0,62,"['musica mexicana', 'nu-cumbia']",['gt (1)']
Benny Benassi,512544.0,64,"['dance pop', 'edm', 'electro house', 'pop dance']","['gb (1)', 'at (1)', 'dk (1)', 'fi (1)', 'de (1)', 'ie (1)', 'mt (1)']"
Light,542686.0,66,"['greek hip hop', 'greek trap']","['cy (44)', 'gr (56)']"
Mikkel,116.0,19,['mgp'],['dk (1)']
T MULLA,50373.0,46,['uk hip hop'],['gb (2)']
Tropical Florida,15086.0,41,['folklore paraguayo'],['py (2)']
Vayu,8542.0,55,[],['in (2)']
Giggs,429741.0,61,"['grime', 'london rap', 'uk alternative hip hop', 'uk hip hop']","['gb (13)', 'ie (3)']"
Camila,3690139.0,70,"['latin arena pop', 'latin pop']","['ar (3)', 'bo (3)', 'cl (2)', 'co (2)', 'cr (3)', 'do (4)', 'ec (2)', 'sv (1)', 'gt (1)', 'hn (1)', 'mx (4)', 'pa (1)', 'pe (4)', 'es (1)', 'uy (1)']"
Ronald Cheng,84157.0,49,"['c-pop', 'cantopop']","['hk (5)', 'tw (1)']"
Grete Paia,4487.0,33,['estonian pop'],['ee (2)']
R.LUM.R,113930.0,37,[],['pl (1)']
Helly Luv,21239.0,34,"['kurdish pop', 'sorani pop']",['de (1)']
MC Bruninho,477232.0,52,"['batidao romantico', 'brega funk', 'brega romantico', 'funk carioca', 'pop teen brasileiro']","['bo (1)', 'br (3)', 'py (2)', 'pe (1)', 'pt (2)', 'uy (1)']"
Duke Dumont,671364.0,65,"['destroy techno', 'edm', 'electro house', 'house', 'pop dance', 'progressive house', 'tropical house']","['gb (6)', 'ar (1)', 'au (2)', 'at (2)', 'be (2)', 'bg (2)', 'cl (1)', 'co (2)', 'cz (2)', 'dk (1)', 'do (1)', 'ec (1)', 'sv (2)', 'ee (2)', 'fr (1)', 'de (2)', 'gr (2)', 'gt (1)', 'hk (1)', 'hu (2)', 'is (1)', 'ie (3)', 'it (2)', 'lv (2)', 'lt (4)', 'lu (1)', 'mt (2)', 'mx (1)', 'nl (3)', 'nz (2)', 'no (1)', 'pa (1)', 'py (1)', 'pe (1)', 'ph (1)', 'pl (2)', 'pt (2)', 'sk (2)', 'ch (2)', 'tr (2)', 'uy (1)']"
Madeline The Person,39925.0,57,['gen z singer-songwriter'],"['gb (1)', 'au (1)', 'at (1)', 'ca (1)', 'dk (1)', 'ee (1)', 'fi (1)', 'hu (1)', 'ie (1)', 'nl (1)', 'nz (1)', 'no (1)', 'se (1)']"
Raf Camor,3345.0,0,[],"['at (1)', 'de (1)']"
Victor & Leo,1460783.0,60,"['axe', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",['br (3)']
Memaar Al Morshedy,57170.0,28,['mahraganat'],['eg (2)']
Tribo da Periferia,2901103.0,65,['rap df'],['br (2)']
PinkPantheress,1209261.0,70,['russian plugg'],"['us (2)', 'gb (7)', 'au (2)', 'bg (1)', 'ca (2)', 'cy (1)', 'ee (3)', 'fi (1)', 'is (2)', 'ie (2)', 'lv (2)', 'lt (3)', 'my (2)', 'nz (2)', 'no (2)', 'ro (1)', 'sa (2)', 'sg (1)', 'kr (1)', 'ae (2)']"
Livi,10882.0,29,"['latvian pop', 'latvian rock']",['lv (5)']
DANDY TURNER,68050.0,40,['pop virale italiano'],['it (2)']
Nizi19,39221.0,57,"['german hip hop', 'german trap', 'german underground rap']",['de (1)']
Meresha,29020.0,36,"['indie electropop', 'indie poptimism']",['lu (2)']
Nora Bumbiere,2774.0,28,"['classic latvian pop', 'latvian pop']",['lv (3)']
Devito,290012.0,57,"['balkan trap', 'turbo folk']",['at (4)']
Emilian,14392.0,41,['romanian pop'],['ro (1)']
Ytram,17499.0,40,['dutch edm'],['ee (1)']
Terror Factor,1.0,0,[],['be (1)']
Shanti Dope,1273237.0,59,"['opm', 'pinoy hip hop', 'pinoy r&b', 'pinoy trap', 'tagalog rap']",['ph (6)']
Alcatrash,3508.0,29,[],['gr (1)']
William Fitzsimmons,216564.0,50,"['acoustic pop', 'indie folk', 'neo mellow']","['hk (1)', 'my (1)', 'sg (1)', 'tw (1)']"
The Internet,1167597.0,62,"['alternative r&b', 'indie soul', 'lgbtq+ hip hop', 'neo soul', 'r&b', 'rap']","['ca (1)', 'my (1)', 'ch (1)', 'tw (1)']"
Wankelmut,107645.0,58,"['deep euro house', 'tropical house']","['gb (2)', 'au (1)', 'cz (1)', 'ee (1)', 'gr (1)', 'hu (1)', 'ie (4)', 'it (1)', 'lv (1)', 'lt (1)', 'pl (1)', 'sk (1)', 'ch (1)']"
Aron Mex,92.0,0,[],['is (1)']
Mamis,1450.0,31,"['lithuanian pop', 'lithuanian trap']",['lt (1)']
TVTwixx,13719.0,25,['czsk viral pop'],['cz (2)']
Gian,8036.0,25,['rap uruguayo'],['uy (1)']
Georgio,161502.0,54,"['french hip hop', 'rap calme']",['fr (4)']
TAEMIN,2441957.0,60,['k-pop'],"['hk (1)', 'my (2)', 'ph (1)', 'ru (1)', 'sg (1)', 'kr (1)', 'tw (7)', 'th (1)']"
Hoda Bondok,620225.0,40,['mahraganat'],['eg (4)']
BUHAJ KLAN,1599.0,44,['polish hip hop'],['pl (1)']
Ghareeb Al Mokhles,2359.0,7,[],['sa (2)']
RINI,564707.0,62,"['australian r&b', 'bedroom soul', 'chill r&b', 'pop']","['ph (1)', 'kr (1)', 'th (1)']"
Bombay Bicycle Club,818775.0,58,"['alternative dance', 'british indie rock', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'rock', 'stomp and holler']","['gb (2)', 'is (3)']"
Raste,76462.0,45,"['moroccan pop', 'rap maroc']",['ma (11)']
DJ Dollynho Da Lapa,44011.0,34,['funk carioca'],['br (1)']
Cztery G,725.0,0,[],['pl (1)']
Anna Ternheim,124802.0,45,"['classic swedish pop', 'swedish pop', 'swedish singer-songwriter']",['se (2)']
Cir.Cuz,93128.0,46,['norwegian pop'],['no (16)']
Vkation,1106.0,12,[],['dk (1)']
GKR,4841.0,18,['icelandic hip hop'],['is (15)']
MaziteLo,4.0,0,[],"['eg (5)', 'vn (5)']"
Garotihnio,1342.0,25,[],['uy (2)']
Buray,1625528.0,62,"['turkish deep house', 'turkish pop']",['tr (22)']
Bandokay,131191.0,60,"['uk drill', 'uk hip hop']",['gb (2)']
Chad Cooper,2879.0,30,[],['no (1)']
Niklas,180953.0,37,"['dakke dak', 'danish hip hop', 'danish pop']","['dk (3)', 'no (1)']"
Dala,3762.0,45,[],['fr (2)']
Dabro,374199.0,49,"['russian dance', 'russian hip hop', 'russian pop']","['ee (1)', 'lv (1)', 'lt (1)', 'ru (2)', 'ua (2)']"
Soul A,20495.0,26,['moroccan pop'],['ma (1)']
GIMARIO,36319.0,39,['pop costarricense'],['cr (6)']
Stephen,186480.0,52,"['indie poptimism', 'la pop']",['lt (1)']
Shrylox,3230.0,50,[],['in (1)']
Profound Artist,2923.0,20,[],['hk (1)']
Juju,18223.0,38,[],['fi (12)']
Rob $tone,239068.0,59,['san diego rap'],"['us (2)', 'au (1)', 'bg (1)', 'ca (2)', 'dk (1)', 'ee (1)', 'gr (2)', 'hu (1)', 'is (1)', 'lv (1)', 'lu (1)', 'mt (1)', 'nz (1)', 'no (1)', 'ro (1)', 'sk (1)', 'se (1)', 'ch (1)']"
Kigali Beats,577.0,31,[],"['at (1)', 'bg (1)', 'cy (1)', 'cz (1)', 'eg (1)', 'ee (1)', 'de (1)', 'hu (1)', 'lv (1)', 'lt (1)', 'ro (1)', 'sa (1)', 'sk (1)', 'ae (1)']"
Gjon's Tears,40959.0,42,['eurovision'],"['at (1)', 'be (1)', 'bg (1)', 'cy (1)', 'dk (1)', 'ee (1)', 'fi (1)', 'de (1)', 'gr (1)', 'is (1)', 'ie (1)', 'il (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'nl (1)', 'no (1)', 'pl (1)', 'pt (1)', 'ru (1)', 'es (1)', 'se (1)', 'ch (2)', 'ua (1)']"
Stefanie Heinzmann,144234.0,52,"['german pop', 'swiss pop']","['de (1)', 'ch (1)']"
Benjamin Varney,3335.0,23,['thai pop rap'],['th (1)']
Even Kvam,1490.0,17,[],['no (1)']
Shotas,104871.0,39,['rap francais'],['fr (1)']
Elmatu,14985.0,43,['indonesian pop'],['id (1)']
DNASTY,75386.0,52,['trap brasileiro'],"['br (1)', 'pt (1)']"
Ofenbach,497816.0,70,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']","['at (5)', 'be (4)', 'bg (3)', 'cy (2)', 'cz (4)', 'dk (2)', 'ec (1)', 'ee (4)', 'fi (4)', 'fr (8)', 'de (4)', 'gr (2)', 'hu (4)', 'is (1)', 'ie (2)', 'it (4)', 'lv (3)', 'lt (4)', 'lu (5)', 'mt (2)', 'mx (1)', 'ma (1)', 'nl (4)', 'no (4)', 'pl (7)', 'pt (1)', 'ro (2)', 'sk (4)', 'za (1)', 'es (2)', 'se (4)', 'ch (5)', 'tr (2)']"
Bilal Saeed,1439130.0,59,"['desi hip hop', 'desi pop', 'pakistani pop', 'punjabi pop']",['in (3)']
Jocie Guo,11597.0,35,"['mandopop', 'singaporean mandopop', 'taiwan pop']",['tw (4)']
Aria,23180.0,30,"['bulgarian pop', 'chalga']",['bg (4)']
Django,282163.0,50,"['french hip hop', 'pop urbaine', 'rap calme', 'rap francais']",['fr (4)']
Club Dogo,431952.0,53,"['italian hip hop', 'italian underground hip hop']",['it (3)']
Lisa Mishra,18707.0,57,['desi pop'],['in (1)']
Arutz Hakibud,37202.0,37,['israeli hip hop'],['il (3)']
Mtsg,42513.0,49,['meme rap'],['ee (1)']
Mano Walter,3385181.0,55,"['forro', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",['br (4)']
Anna Carina,76636.0,39,"['peruvian rock', 'pop peruano']",['pe (3)']
Cupido,83418.0,51,"['rap espanol', 'urbano espanol']",['es (4)']
The Faim,70971.0,48,"['australian alternative rock', 'modern alternative rock']",['fr (1)']
Youngcuzzoo,236.0,0,[],['is (1)']
Sada Baby,416615.0,58,"['detroit trap', 'scam rap', 'trap']","['us (2)', 'is (1)']"
MV Killa,142787.0,59,"['italian hip hop', 'rap napoletano']",['it (1)']
whyalive,5725.0,42,['russian hyperpop'],['ru (1)']
J SOUL BROTHERS III,863396.0,52,"['j-division', 'j-pop', 'j-pop boy group']",['jp (11)']
JNT,683.0,19,[],"['dk (1)', 'se (1)']"
Greg Willen,38100.0,50,['trap italiana'],['it (1)']
SWV,1626049.0,60,"['contemporary r&b', 'girl group', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",['id (1)']
Azet,1207644.0,68,"['albanian hip hop', 'german hip hop']","['at (56)', 'de (60)', 'lu (42)', 'ch (64)']"
Benjamin Beats,4010.0,41,['russelater'],['no (3)']
Joshua Dietrich,32855.0,34,"['paraguayan indie', 'pop paraguayo', 'rap paraguayo']",['py (8)']
Kretsen,520.0,26,[],['no (1)']
Anthony Rocket,25.0,0,[],['ua (1)']
Ashley Lovechild,226.0,19,[],['lv (2)']
Uniikki,54215.0,40,"['finnish dance pop', 'finnish hip hop', 'finnish pop']",['fi (24)']
El Clooy,8207.0,43,['reggaeton colombiano'],['co (1)']
Seedy,4997.0,38,"['swedish hip hop', 'swedish trap pop']","['be (1)', 'se (1)']"
Bich Phuong,1151419.0,45,['v-pop'],['vn (29)']
Hannah Georgas,27124.0,31,"['canadian indie', 'vancouver indie']",['ar (1)']
Kubi Producent,187318.0,61,"['polish hip hop', 'polish trap']",['pl (12)']
UNLIMITED SOUL,54474.0,33,['amapiano'],['za (1)']
Dalida,349069.0,56,"['chanson', 'french pop']",['fr (1)']
Yade Lauren,72186.0,61,['dutch rap pop'],"['be (1)', 'nl (6)']"
El Chaval de la Bachata,282468.0,53,"['bachata', 'bachata dominicana', 'dominican pop']",['do (1)']
Ragga Smokwiri,322.0,0,[],['lu (3)']
Deniz Seki,573292.0,49,"['deep turkish pop', 'turkish pop']",['tr (4)']
M1llionz,145896.0,52,"['uk drill', 'uk hip hop']",['gb (4)']
Cruz Santa,7093.0,20,['hip hop boliviano'],['bo (1)']
MC Ryan SP,1382739.0,78,"['funk carioca', 'funk paulista']",['br (5)']
space x,5359.0,46,['chinese viral pop'],"['sg (1)', 'tw (1)']"
Big Daddy,2105.0,23,['comic'],['vn (1)']
DJ Parafa,3601.0,31,['hungarian pop'],['hu (2)']
David Pomeranz,187863.0,56,"['opm', 'soft rock']",['ph (1)']
Big Wild,229017.0,62,['indie poptimism'],"['be (1)', 'ca (1)', 'no (1)', 'pl (1)', 'ch (1)']"
Tromba,21544.0,46,['polish hip hop'],['pl (1)']
Fyr Og Flamme,10910.0,38,"['danish pop', 'eurovision']","['dk (4)', 'is (1)', 'lt (1)']"
Dean Alexander,1291.0,12,[],['tw (1)']
Los Plebes del Rancho de Ariel Camacho,3983186.0,66,"['musica mexicana', 'nueva musica mexicana', 'sierreno']","['bo (1)', 'cr (1)', 'sv (1)', 'gt (1)', 'hn (1)', 'mx (9)', 'ni (1)']"
Avicii,22055236.0,80,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']","['us (16)', 'gb (20)', 'ar (16)', 'au (16)', 'at (27)', 'be (22)', 'bo (11)', 'br (17)', 'bg (18)', 'ca (15)', 'cl (13)', 'co (16)', 'cr (13)', 'cy (17)', 'cz (26)', 'dk (23)', 'do (11)', 'ec (13)', 'eg (2)', 'sv (14)', 'ee (32)', 'fi (33)', 'fr (17)', 'de (24)', 'gr (19)', 'gt (14)', 'hn (13)', 'hk (21)', 'hu (36)', 'is (18)', 'in (6)', 'id (11)', 'ie (20)', 'il (10)', 'it (15)', 'jp (29)', 'lv (23)', 'lt (23)', 'lu (19)', 'my (18)', 'mt (21)', 'mx (16)', 'ma (2)', 'nl (32)', 'nz (17)', 'ni (11)', 'no (45)', 'pa (14)', 'py (10)', 'pe (12)', 'ph (13)', 'pl (18)', 'pt (20)', 'ro (19)', 'sa (1)', 'sg (21)', 'sk (24)', 'za (3)', 'kr (1)', 'es (15)', 'se (61)', 'ch (31)', 'tw (30)', 'th (10)', 'tr (13)', 'ae (4)', 'uy (13)', 'vn (18)']"
Johanne Holmedahl,274.0,23,[],['no (1)']
Luciano Pereyra,1877363.0,64,"['argentine telepop', 'folklore argentino', 'latin pop']","['ar (5)', 'bo (2)', 'cl (2)', 'ec (1)', 'uy (2)']"
Cali Y El Dandee,3691230.0,70,"['champeta', 'colombian pop', 'electro latino', 'latin pop', 'reggaeton', 'reggaeton colombiano']","['ar (6)', 'bo (10)', 'cl (6)', 'co (13)', 'cr (6)', 'do (4)', 'ec (10)', 'sv (6)', 'gt (8)', 'hn (5)', 'mx (4)', 'ni (6)', 'pa (9)', 'py (8)', 'pe (13)', 'pt (1)', 'es (13)', 'ch (1)', 'uy (9)', 'ad (1)']"
Oskar Linnros,88522.0,47,"['swedish hip hop', 'swedish pop', 'swedish soul']",['se (15)']
Teitur,27626.0,35,['faroese pop'],['dk (1)']
Norma John,1174.0,13,['eurovision'],['lt (1)']
Jardo SK,15.0,0,[],['sk (5)']
loserpop,62176.0,44,"['thai indie pop', 'thai pop']",['th (1)']
Varinder Brar,201287.0,55,"['desi hip hop', 'desi pop', 'punjabi pop']",['in (1)']
YNW Jordan,624.0,3,[],['hk (1)']
77 Bombay Street,37755.0,41,"['chinderlieder', 'mundart', 'swiss alternative rock', 'swiss indie', 'swiss rock']",['ch (1)']
Langesjaak,3026.0,23,[],['nl (1)']
Youssef Aoutoul,1793.0,18,['moroccan pop'],['ma (1)']
Leo Pakarinen,816.0,0,[],['fi (1)']
Martinwhite,5880.0,61,[],"['ar (1)', 'cl (1)', 'es (1)', 'uy (1)']"
Pranz,2353.0,20,"['pop costarricense', 'rap tico']",['cr (1)']
Zayo,31780.0,42,"['czsk hip hop', 'slovak trap']","['cz (2)', 'sk (25)']"
Musica-Musica,65.0,0,[],"['do (1)', 'pa (1)', 'es (1)', 'ad (1)']"
130 BPM,3194.0,28,[],"['br (1)', 'pt (1)', 'ch (1)']"
JETSET'ER,90930.0,41,['thai pop'],['th (4)']
Mario Mc,15479.0,60,[],"['br (1)', 'py (1)', 'pt (1)']"
Lester Williams,15604.0,22,['belgian edm'],['be (2)']
Phillydark1,148.0,0,[],['ni (1)']
Yandar,22058.0,11,['electro latino'],['pe (1)']
Enrico Ruggeri,88500.0,38,"['classic italian pop', 'italian adult pop']",['it (1)']
Rob Dies a Lot,1859.0,23,['czsk viral pop'],['cz (1)']
Natalia Szroeder,145335.0,53,"['polish alternative', 'polish pop']",['pl (4)']
Narkis,85964.0,45,['israeli pop'],['il (1)']
A Boogie Wit da Hoodie,6742735.0,80,"['melodic rap', 'rap', 'trap']","['us (28)', 'gb (7)', 'au (5)', 'at (4)', 'be (3)', 'bg (5)', 'ca (30)', 'cy (5)', 'cz (2)', 'dk (3)', 'eg (1)', 'ee (3)', 'fi (3)', 'fr (1)', 'de (4)', 'gr (7)', 'hk (2)', 'hu (3)', 'is (6)', 'ie (3)', 'il (3)', 'it (1)', 'lv (5)', 'lt (4)', 'lu (5)', 'my (2)', 'mt (6)', 'ma (1)', 'nl (4)', 'nz (4)', 'no (6)', 'ph (1)', 'pl (2)', 'pt (2)', 'ro (5)', 'sa (1)', 'sg (2)', 'sk (2)', 'za (2)', 'se (2)', 'ch (4)', 'tw (2)', 'th (2)', 'ae (3)', 'vn (1)']"
OLIVIA,5555.0,39,['belgian pop'],['be (3)']
Dewa,1110808.0,59,"['classic indonesian rock', 'indonesian pop', 'indonesian pop rock']",['id (3)']
I61,55269.0,39,['russian hip hop'],['ru (2)']
Martin Brygmann,2197.0,34,['classic danish pop'],['dk (1)']
Giaime,186429.0,52,"['italian hip hop', 'trap italiana']",['it (20)']
Christos Mastoras,70726.0,42,['greek pop'],"['cy (3)', 'gr (3)']"
Talitha.,12781.0,45,"['chill r&b', 'malaysian indie']",['my (4)']
The Outfield,496332.0,64,"['album rock', 'mellow gold', 'new wave pop', 'power pop', 'soft rock']","['br (1)', 'pt (1)']"
Selma Ibrahim,2133.0,45,[],['no (1)']
GOT the beat,356862.0,56,[],"['hk (1)', 'id (1)', 'jp (1)', 'my (1)', 'ph (1)', 'sg (1)', 'kr (1)', 'tw (1)', 'th (1)', 'vn (1)']"
Kaka Azraff,29670.0,36,"['malay rap', 'malaysian hip hop', 'malaysian pop']",['my (2)']
Richard Muller,70300.0,42,['slovak pop'],['sk (1)']
KaSuo,5.0,0,[],"['bg (1)', 'cz (1)', 'ee (1)', 'lv (1)', 'lt (1)', 'sa (1)', 'sk (1)', 'ua (1)']"
Midel,333712.0,53,"['argentine hip hop', 'trap argentino', 'trap latino']","['ar (4)', 'uy (1)']"
Papa Roach,4434113.0,71,"['alternative metal', 'nu metal', 'rap metal', 'rap rock']","['at (1)', 'bo (1)', 'bg (1)', 'cz (1)', 'ee (1)', 'de (1)', 'gr (1)', 'hu (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'pl (1)', 'sk (1)', 'ch (1)']"
ATB,332599.0,64,"['german dance', 'german techno', 'german trance', 'trance']","['gb (1)', 'au (1)', 'at (1)', 'be (1)', 'bg (1)', 'ca (1)', 'cy (1)', 'cz (1)', 'dk (1)', 'eg (1)', 'ee (1)', 'fi (1)', 'fr (1)', 'de (1)', 'gr (1)', 'hu (1)', 'is (1)', 'ie (1)', 'il (1)', 'it (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'ma (1)', 'nl (1)', 'nz (1)', 'no (1)', 'pl (1)', 'pt (1)', 'ro (1)', 'ru (1)', 'sk (1)', 'za (1)', 'kr (1)', 'es (1)', 'se (1)', 'ch (1)', 'ua (1)', 'ae (1)']"
Swarmz,182233.0,57,['uk hip hop'],['gb (5)']
The Neighbourhood,10028232.0,84,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']","['us (6)', 'gb (3)', 'ar (1)', 'au (4)', 'at (3)', 'be (2)', 'bo (1)', 'br (1)', 'bg (11)', 'ca (5)', 'cl (1)', 'co (1)', 'cr (1)', 'cy (3)', 'cz (6)', 'dk (2)', 'ec (1)', 'eg (2)', 'sv (1)', 'ee (7)', 'fi (3)', 'fr (1)', 'de (2)', 'gr (10)', 'hn (2)', 'hk (2)', 'hu (6)', 'is (4)', 'ie (4)', 'il (2)', 'it (2)', 'lv (9)', 'lt (13)', 'lu (3)', 'my (4)', 'mt (1)', 'mx (1)', 'ma (2)', 'nl (2)', 'nz (3)', 'ni (1)', 'no (3)', 'pa (2)', 'pe (1)', 'ph (2)', 'pl (12)', 'pt (5)', 'ro (4)', 'ru (3)', 'sa (4)', 'sg (3)', 'sk (7)', 'za (2)', 'se (2)', 'ch (3)', 'tw (2)', 'tr (4)', 'ua (3)', 'ae (4)']"
Mehmet,13310.0,32,[],['se (5)']
Joanna Wang,142831.0,47,"['c-pop', 'chinese audiophile', 'chinese indie', 'chinese jazz', 'mandopop', 'taiwan singer-songwriter']","['be (1)', 'gr (1)', 'lt (1)', 'ph (1)', 'pl (1)', 'sg (1)', 'ch (1)', 'tw (4)', 'tr (1)']"
Raffaele,29154.0,21,[],['it (1)']
Eaze,50.0,0,[],['gr (1)']
Ali Majid,48179.0,21,['khaleeji iraqi'],['sa (1)']
Breezy,33572.0,30,"['moroccan pop', 'rap maroc']",['ma (3)']
Bagossy Brothers Company,150188.0,47,"['hungarian pop', 'hungarian rock', 'magyar alternative']",['hu (12)']
$hirak,90233.0,57,"['dutch hip hop', 'dutch rap pop']","['be (4)', 'nl (17)']"
Saimonsa,452.0,17,[],['sk (1)']
MOBBERS,38001.0,31,"['rap angolano', 'trap angolano']",['pt (1)']
Kids Of Revolution,1188.0,37,[],['se (1)']
Radikal Chef,39147.0,43,['czsk hip hop'],['sk (44)']
Jahn Teigen,26800.0,39,"['classic norwegian pop', 'norwegian pop']",['no (3)']
BOJAN,18424.0,52,"['german hip hop', 'german underground rap']","['at (3)', 'de (4)', 'ch (3)']"
Go_A,160831.0,52,['eurovision'],"['gb (1)', 'at (1)', 'be (1)', 'bg (1)', 'cy (1)', 'cz (1)', 'dk (1)', 'ee (1)', 'fi (1)', 'de (1)', 'gr (1)', 'hu (1)', 'is (1)', 'ie (1)', 'il (1)', 'it (1)', 'lv (1)', 'lt (2)', 'lu (1)', 'nl (1)', 'no (1)', 'pl (1)', 'pt (1)', 'ro (1)', 'ru (1)', 'sk (1)', 'es (1)', 'se (1)', 'ch (1)', 'ua (6)']"
LMEN PRALA,74137.0,43,"['hungarian hip hop', 'hungarian pop', 'magyar trap']",['hu (9)']
Cat Dealers,529205.0,61,['brazilian edm'],"['br (3)', 'pl (2)', 'tr (1)']"
Trilltypefella,266.0,0,[],['ni (1)']
Didi Kempot,731624.0,51,"['campursari', 'classic indo pop', 'dangdut', 'dangdut koplo', 'javanese dangdut', 'lagu jawa']",['id (4)']
Provinz,157551.0,65,"['german indie folk', 'german pop']","['at (1)', 'de (10)']"
DJ Knare,3119.0,31,[],['sa (1)']
ENHYPEN,4319162.0,76,"['anime', 'k-pop boy group']","['bg (1)', 'ee (1)', 'hk (2)', 'id (7)', 'jp (7)', 'lt (1)', 'my (11)', 'ph (14)', 'ro (1)', 'ru (2)', 'sa (1)', 'sg (8)', 'kr (5)', 'tw (3)', 'th (8)', 'ua (1)', 'ae (4)', 'vn (2)']"
Paleface,38592.0,37,"['finnish hip hop', 'suomi rock', 'suomirap']",['fi (7)']
ApoRed,83606.0,34,"['deep german hip hop', 'german viral rap']","['at (1)', 'de (1)']"
Palina,13425.0,37,"['belarusian indie', 'russian alt pop']",['ru (1)']
Morat,6670252.0,82,"['colombian pop', 'latin pop']","['ar (8)', 'bo (30)', 'cl (11)', 'co (41)', 'cr (29)', 'do (5)', 'ec (40)', 'sv (28)', 'gt (36)', 'hn (19)', 'it (1)', 'mt (1)', 'mx (27)', 'ni (15)', 'pa (28)', 'py (14)', 'pe (27)', 'es (23)', 'uy (33)']"
Paul Simon,1932929.0,68,"['classic rock', 'folk', 'folk rock', 'indie r&b', 'mellow gold', 'permanent wave', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']","['gb (1)', 'be (2)', 'ca (1)', 'cz (1)', 'hu (1)', 'ie (1)', 'lu (1)', 'my (1)', 'pl (2)', 'sg (1)', 'se (1)', 'ch (1)', 'tw (1)', 'tr (1)']"
Javed Ali,5269359.0,67,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",['in (2)']
LISTENBEE,44782.0,43,"['deep tropical house', 'tropical house']","['us (1)', 'ar (1)', 'at (1)', 'be (1)', 'bg (1)', 'ca (1)', 'cz (1)', 'dk (1)', 'ee (1)', 'fr (1)', 'de (1)', 'gr (1)', 'hk (1)', 'hu (1)', 'is (1)', 'ie (1)', 'it (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (1)', 'mt (1)', 'mx (1)', 'nl (1)', 'no (1)', 'py (1)', 'ph (1)', 'pl (1)', 'pt (1)', 'sg (1)', 'sk (1)', 'se (1)', 'ch (1)', 'tw (1)', 'tr (1)', 'uy (1)']"
Frxzbie,74796.0,49,['huzunlu sarkilar'],['tr (2)']
