name,followers,popularity,genres,chart_hits
Lil Xan,2242683.0,59,['emo rap'],"['us (1)', 'gb (1)', 'au (1)', 'at (1)', 'be (1)', 'bg (1)', 'ca (1)', 'cr (1)', 'cy (1)', 'cz (2)', 'dk (1)', 'sv (1)', 'ee (1)', 'fi (1)', 'gr (1)', 'hk (1)', 'hu (1)', 'is (1)', 'ie (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (1)', 'mt (1)', 'nz (1)', 'no (1)', 'pa (1)', 'ph (1)', 'pl (1)', 'pt (1)', 'ro (1)', 'sg (1)', 'sk (1)', 'se (1)', 'ch (1)', 'tw (1)']"
Route 94,150042.0,57,"['deep groove house', 'house', 'pop dance', 'uk dance']","['gb (1)', 'au (1)', 'at (1)', 'be (1)', 'br (1)', 'bg (1)', 'co (1)', 'cz (1)', 'dk (1)', 'do (1)', 'ec (1)', 'ee (1)', 'de (1)', 'gr (1)', 'hk (1)', 'hu (1)', 'is (1)', 'ie (1)', 'it (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (1)', 'mt (1)', 'nl (1)', 'nz (1)', 'pa (1)', 'ph (1)', 'pl (1)', 'pt (1)', 'sg (1)', 'sk (1)', 'se (1)', 'ch (1)', 'tw (1)', 'tr (1)', 'uy (1)']"
Clemens,43509.0,34,"['danish hip hop', 'danish pop']",['dk (3)']
Tyler Shaw,79246.0,56,['pop quebecois'],['ca (2)']
AZMA,2803.0,21,['estonian hip hop'],['ee (1)']
Svenne Rubins,17783.0,37,"['classic swedish pop', 'dansband', 'danspunk']",['se (1)']
Selminho DJ,821.0,54,[],['br (1)']
Fie Laursen,8726.0,29,['danish pop'],['dk (7)']
Ian,1804.0,0,[],['ro (1)']
Charles Ans,1232572.0,69,"['latin hip hop', 'mexican hip hop', 'perreo', 'rap conciencia']",['mx (1)']
TheGrefg,128049.0,33,['latin viral rap'],['es (2)']
Professor Green,345859.0,49,"['grime', 'uk pop']","['gb (3)', 'ie (1)']"
Tayler Buono,14799.0,33,['alt z'],"['us (1)', 'au (1)', 'be (1)', 'bg (1)', 'ca (1)', 'cy (1)', 'cz (1)', 'ee (1)', 'fi (1)', 'gr (1)', 'hk (1)', 'hu (1)', 'is (1)', 'id (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'mt (1)', 'ph (1)', 'pl (1)', 'sg (1)', 'sk (1)', 'ch (1)', 'tw (1)', 'tr (1)']"
Nenny,68664.0,41,"['hip hop tuga', 'trap tuga']","['lu (1)', 'pt (7)']"
Tokio Hotel,373463.0,57,['german pop rock'],"['at (1)', 'de (1)']"
Juha Tapio,158859.0,48,"['finnish dance pop', 'finnish pop', 'iskelma', 'suomi rock']",['fi (30)']
Manillio,17042.0,31,"['mundart', 'schweizer rap', 'swiss hip hop', 'swiss indie']",['ch (2)']
WONWOO,111819.0,49,[],"['id (1)', 'my (1)', 'kr (1)', 'tw (1)']"
Brett Kissel,66029.0,45,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country']",['ca (1)']
Lortex,152546.0,46,['pop virale italiano'],['it (1)']
Millonario,1272386.0,65,"['latin hip hop', 'mexican hip hop', 'narco rap']",['mx (2)']
Timor YSF,3006.0,28,"['rap criolo', 'trap tuga']",['pt (1)']
Puri,22587.0,56,['basshall'],"['be (1)', 'nl (1)']"
Nina Simone,2430799.0,67,"['jazz blues', 'soul', 'soul jazz', 'torch song', 'vocal jazz']",['fr (1)']
La Mosca Tse-Tse,417648.0,61,"['argentine rock', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol', 'ska argentino', 'tropical']","['bo (1)', 'co (1)', 'ec (1)', 'mx (1)', 'pe (1)']"
Sun-El Musician,533088.0,50,"['afro house', 'afro soul', 'south african alternative', 'south african pop', 'south african pop dance']",['za (4)']
Mc Kaio,178179.0,55,"['funk bh', 'funk carioca', 'funk mtg', 'funk viral']",['br (1)']
PUNYARB,32672.0,52,['thai pop rap'],['th (1)']
Sheen & Jickson,10021.0,32,"['czech hip hop', 'czsk hip hop']","['cz (11)', 'sk (2)']"
fellow fellow,66396.0,43,['thai pop'],['th (10)']
Karl Michelson,45.0,0,[],['ua (3)']
E-Z,42018.0,45,['israeli hip hop'],['il (2)']
Natalia Kukulska,32310.0,40,['polish pop'],['pl (1)']
Pasabordo,749071.0,47,"['colombian pop', 'latin pop', 'musica popular colombiana', 'pop reggaeton']","['co (1)', 'py (1)']"
Kenny Chesney,4048319.0,72,"['contemporary country', 'country', 'country road']","['us (2)', 'ca (2)', 'hk (1)', 'mt (1)', 'tw (1)']"
Milo K,3239.0,20,['dominican pop'],['do (6)']
Eric Clapton,5005500.0,71,"['blues rock', 'classic rock', 'electric blues', 'mellow gold', 'rock', 'soft rock']","['us (1)', 'gb (1)', 'ar (3)', 'be (1)', 'br (2)', 'ca (1)', 'cl (2)', 'fr (1)', 'ie (1)', 'it (1)', 'mx (2)', 'nl (1)', 'pe (2)', 'pl (1)', 'pt (1)', 'ch (1)', 'tr (1)']"
Nura,252751.0,50,"['frauenrap', 'german hip hop', 'german pop']","['at (5)', 'de (10)']"
CeeLo Green,547392.0,64,['atl hip hop'],['dk (1)']
Wakin Chau,131317.0,49,"['c-pop', 'classic mandopop', 'mandopop']",['tw (2)']
Hellberg,50613.0,45,"['chillstep', 'complextro', 'edm', 'electro house', 'gaming edm', 'melodic dubstep', 'pop edm']",['lu (1)']
Angel,699.0,32,[],['se (1)']
Aled Jones,13756.0,33,['operatic pop'],"['gb (1)', 'ie (1)']"
Patent Ochsner,108979.0,46,"['mundart', 'swiss hip hop', 'swiss indie', 'swiss rock']",['ch (15)']
PUNPEE,131604.0,52,"['j-rap', 'japanese r&b']",['jp (1)']
Eva Weel Skram,29766.0,43,"['norwegian indie', 'norwegian pop']",['no (10)']
DJ Blyatman,207374.0,55,"['hard bass', 'russian rave']","['ee (1)', 'lv (1)']"
Sheppard,270154.0,62,"['australian indie', 'australian pop', 'folk-pop', 'neo mellow', 'pop', 'pop rock', 'uk pop']","['us (1)', 'gb (1)', 'ar (1)', 'au (3)', 'at (1)', 'be (3)', 'bo (1)', 'br (1)', 'bg (1)', 'ca (1)', 'cl (1)', 'co (1)', 'cr (1)', 'cy (1)', 'cz (1)', 'dk (1)', 'do (1)', 'ec (1)', 'sv (1)', 'ee (1)', 'fi (1)', 'fr (1)', 'de (2)', 'gr (1)', 'gt (1)', 'hn (1)', 'hk (1)', 'hu (1)', 'is (1)', 'ie (1)', 'it (2)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (1)', 'mt (1)', 'mx (1)', 'nl (6)', 'nz (2)', 'ni (1)', 'no (1)', 'pa (1)', 'py (1)', 'pe (1)', 'ph (1)', 'pl (5)', 'pt (1)', 'sg (1)', 'sk (1)', 'es (1)', 'se (1)', 'ch (1)', 'tw (1)', 'tr (1)', 'uy (1)']"
Raylee,7806.0,32,"['eurovision', 'norwegian pop']",['no (3)']
Nabi,26142.0,56,[],['it (1)']
Akihiro Manabe,1185.0,28,[],['sa (1)']
Aditya A,30859.0,63,['hindi indie'],"['in (1)', 'ae (1)']"
Ptazeta,115650.0,65,"['rap canario', 'urbano espanol']","['ar (1)', 'bo (1)', 'ec (1)', 'pe (1)', 'es (2)', 'uy (1)', 'ad (1)']"
LVL1,27929.0,45,['hyperpop en espanol'],"['ee (1)', 'lv (1)', 'lt (1)', 'ru (1)', 'ua (1)']"
The Five Stairsteps,69015.0,49,"['chicago soul', 'classic soul', 'motown', 'soul']",['pl (1)']
fiedlerski,1361.0,41,['czech pop'],"['cz (1)', 'sk (1)']"
Sound Of Legend,55267.0,60,"['francoton', 'tropical house']","['fi (2)', 'fr (1)', 'lu (1)']"
Skank,2562016.0,65,"['brazilian rock', 'latin alternative', 'manguebeat', 'mpb', 'pop rock brasileiro', 'rock mineiro', 'rock nacional brasileiro']",['br (2)']
Rumen Borilov,1874.0,28,['bulgarian pop'],['bg (1)']
Lily James,71103.0,61,['hollywood'],"['gb (5)', 'hu (3)', 'is (6)', 'ie (5)', 'mt (1)', 'nz (3)', 'no (3)', 'se (1)']"
Perfume,687124.0,56,"['bitpop', 'j-idol', 'j-pop', 'j-pop girl group', 'japanese electropop', 'shibuya-kei']",['jp (8)']
Rabbani,67247.0,33,"['nasheed', 'nasyid']",['my (1)']
Nanokill,542.0,14,[],['fr (1)']
Paolo Jannacci,983.0,8,[],['it (1)']
Radiohead,7358519.0,78,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']","['us (1)', 'gb (2)', 'ar (1)', 'au (2)', 'be (2)', 'bo (1)', 'br (1)', 'bg (2)', 'ca (3)', 'cl (2)', 'co (1)', 'cr (1)', 'cz (2)', 'ec (1)', 'ee (1)', 'fr (2)', 'gr (2)', 'hu (1)', 'is (4)', 'id (2)', 'ie (2)', 'it (3)', 'lv (2)', 'lt (3)', 'mt (2)', 'mx (1)', 'nl (1)', 'nz (1)', 'ni (1)', 'pe (1)', 'pl (2)', 'pt (4)', 'sk (2)', 'es (1)', 'ch (2)', 'tw (2)', 'tr (2)']"
Walker Hayes,523623.0,67,"['contemporary country', 'country', 'country road', 'modern country rock']","['us (2)', 'au (1)', 'ca (1)', 'nz (1)']"
Bilge Nihan,18103.0,26,['turkish pop'],['tr (2)']
Uzari,542.0,11,"['belarusian pop', 'eurovision']",['se (1)']
Swae Lee,1521208.0,77,"['melodic rap', 'trap']","['us (4)', 'gb (1)', 'au (1)', 'be (1)', 'bg (2)', 'ca (4)', 'cy (1)', 'dk (1)', 'eg (1)', 'ee (1)', 'gr (1)', 'hk (1)', 'hu (1)', 'is (2)', 'ie (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'mt (1)', 'ma (1)', 'nl (1)', 'nz (1)', 'no (1)', 'pt (1)', 'ro (2)', 'sg (1)', 'sk (1)', 'za (4)', 'kr (1)', 'se (1)', 'ch (1)', 'ae (1)']"
Ania Dabrowska,224726.0,47,['polish pop'],['pl (12)']
Server Uraz,195443.0,43,"['turkish hip hop', 'turkish trap']",['tr (3)']
Rayden,176668.0,53,"['rap conciencia', 'spanish hip hop']",['es (1)']
SKAAR,16518.0,45,"['norwegian indie', 'norwegian pop', 'scandipop']",['no (8)']
Luna Is A Bep,6926.0,34,['hong kong hip hop'],['hk (1)']
Kidd Keo,2303566.0,70,"['drill espanol', 'trap latino', 'trap triste', 'urbano espanol']","['ar (10)', 'cl (1)', 'cr (2)', 'it (1)', 'mx (1)', 'ni (1)', 'es (24)', 'uy (6)', 'ad (1)']"
Methyl Ethel,117416.0,45,"['australian indie', 'australian indie rock', 'australian pop']",['au (1)']
Dladla Mshunqisi,201827.0,41,"['afro soul', 'gqom']",['za (1)']
Formalite,80.0,0,[],"['cy (1)', 'tr (1)']"
RADWIMPS,2948540.0,68,"['j-pop', 'j-rock', 'japanese emo', 'visual kei']","['hk (6)', 'jp (22)', 'my (1)', 'sg (1)', 'tw (11)', 'th (2)']"
Rob Deniel,129792.0,49,"['opm', 'pinoy singer-songwriter']",['ph (1)']
GReeeN,297045.0,59,['deep german hip hop'],['at (1)']
Mario S,18.0,0,[],['no (1)']
Marius Bear,21848.0,40,"['swiss pop', 'swiss singer-songwriter']","['ee (1)', 'fi (1)', 'is (1)', 'lt (1)', 'ch (1)']"
S I,18132.0,30,[],"['mt (2)', 'ni (2)']"
Yousif Al Sumaidaie,47055.0,26,['khaliji'],['sa (3)']
EdwardeddnyKing,5.0,0,[],['sa (5)']
Icona Pop,683067.0,66,"['candy pop', 'dance pop', 'edm', 'electropop', 'metropopolis', 'pop', 'swedish electropop', 'swedish synthpop', 'uk pop']","['us (2)', 'gb (1)', 'ar (2)', 'au (2)', 'at (2)', 'be (2)', 'bo (1)', 'br (5)', 'bg (1)', 'ca (2)', 'cl (4)', 'co (2)', 'cr (3)', 'cz (3)', 'dk (1)', 'do (1)', 'ec (3)', 'sv (2)', 'ee (2)', 'fi (3)', 'fr (2)', 'de (3)', 'gr (2)', 'gt (1)', 'hk (2)', 'hu (4)', 'is (1)', 'ie (3)', 'it (2)', 'lv (3)', 'lt (4)', 'my (2)', 'mt (1)', 'mx (1)', 'nl (2)', 'nz (1)', 'no (4)', 'pa (1)', 'py (1)', 'pe (2)', 'ph (2)', 'pl (3)', 'pt (4)', 'sg (3)', 'sk (3)', 'es (3)', 'se (11)', 'ch (2)', 'tw (3)', 'tr (2)', 'uy (2)']"
Girls' Generation-TTS,567528.0,40,"['k-pop', 'k-pop girl group']","['hk (1)', 'my (1)']"
Camryn,1812.0,4,[],['lu (1)']
Kevin Kaarl,3217379.0,78,['indie triste'],"['bo (7)', 'cl (3)', 'co (3)', 'cr (3)', 'ec (8)', 'sv (8)', 'gt (9)', 'hn (5)', 'mx (10)', 'ni (4)', 'pa (3)', 'py (3)', 'pe (3)']"
Malik Vadheim,2372.0,0,[],['hk (2)']
Jebroer,224140.0,58,"['nederlandse hardstyle', 'tekk']","['be (5)', 'nl (11)']"
Egor Kreed,766753.0,60,"['russian dance', 'russian hip hop', 'russian pop']","['ee (14)', 'lv (23)', 'ru (20)', 'ua (23)']"
Stillaround,228.0,0,[],['za (6)']
DeGira,1143.0,0,[],['uy (1)']
Alif Satar,191826.0,38,['malaysian pop'],"['my (4)', 'sg (1)']"
Handsome Ghost,69675.0,44,"['hopebeat', 'indie electropop', 'indie poptimism', 'indiecoustica', 'nyc pop']","['us (1)', 'be (1)', 'ca (1)', 'cz (2)', 'ee (1)', 'gr (2)', 'hk (1)', 'hu (1)', 'lv (2)', 'lt (2)', 'my (1)', 'ph (1)', 'pl (1)', 'sg (2)', 'sk (2)', 'ch (1)', 'tw (1)', 'tr (1)']"
Marc Scibilia,22130.0,47,"['indie folk', 'indiecoustica', 'neo mellow', 'stomp and holler']",['ca (1)']
Lost Identities,2910.0,32,[],['lu (2)']
Nevena Bozovic,705.0,4,['eurovision'],['is (1)']
Sirkel Sag,4459.0,29,['norwegian pop rap'],['no (1)']
Flow G,801790.0,65,"['pinoy hip hop', 'pinoy r&b']",['ph (1)']
Pitto,6666.0,31,[],['de (1)']
Paul McCartney,4117983.0,69,"['album rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']","['us (3)', 'gb (3)', 'ar (2)', 'au (3)', 'at (3)', 'be (3)', 'bg (3)', 'ca (3)', 'cy (3)', 'cz (3)', 'dk (3)', 'ee (3)', 'fi (2)', 'de (3)', 'gr (3)', 'hk (2)', 'hu (3)', 'is (3)', 'ie (3)', 'it (3)', 'jp (3)', 'lv (3)', 'lt (3)', 'lu (3)', 'my (2)', 'mt (2)', 'nl (3)', 'nz (3)', 'no (2)', 'ph (2)', 'pl (3)', 'pt (2)', 'ro (2)', 'sg (2)', 'sk (3)', 'za (2)', 'kr (1)', 'es (1)', 'se (4)', 'ch (3)', 'tw (1)', 'ua (1)', 'ae (2)', 'vn (1)']"
Matteo,28972.0,41,['romanian pop'],"['my (1)', 'th (1)']"
Offset,2423459.0,78,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']","['us (12)', 'gb (3)', 'au (4)', 'at (2)', 'be (4)', 'bg (15)', 'ca (9)', 'cr (1)', 'cy (5)', 'cz (1)', 'dk (4)', 'do (2)', 'ee (4)', 'fi (1)', 'fr (1)', 'de (2)', 'gr (6)', 'hk (1)', 'hu (4)', 'is (4)', 'id (1)', 'ie (4)', 'il (3)', 'it (1)', 'jp (1)', 'lv (4)', 'lt (4)', 'lu (6)', 'my (1)', 'mt (4)', 'ma (1)', 'nl (1)', 'nz (4)', 'no (3)', 'pa (1)', 'ph (1)', 'pl (1)', 'pt (3)', 'ro (7)', 'sg (1)', 'sk (4)', 'za (2)', 'se (1)', 'ch (5)', 'tw (1)', 'th (1)', 'tr (1)']"
LAYLA,21036.0,46,"['frauenrap', 'german hip hop', 'german r&b']",['de (1)']
Ellen Loo,20157.0,28,"['chinese indie', 'hong kong indie']",['tw (2)']
Tony Chevy,803.0,2,[],['lv (1)']
Carlos Vives,5504702.0,74,"['champeta', 'colombian pop', 'latin pop', 'tropical', 'vallenato']","['us (1)', 'ar (9)', 'bo (10)', 'bg (1)', 'cl (10)', 'co (37)', 'cr (9)', 'do (6)', 'ec (14)', 'sv (12)', 'fr (1)', 'gt (12)', 'hn (9)', 'is (1)', 'it (1)', 'lu (1)', 'mt (1)', 'mx (4)', 'ni (12)', 'pa (13)', 'py (8)', 'pe (13)', 'pt (2)', 'sk (1)', 'es (9)', 'ch (2)', 'uy (9)', 'ad (1)']"
Bliss n Eso,325211.0,55,"['australian hip hop', 'australian pop', 'pop rap']","['au (3)', 'nz (1)']"
Mashael,29299.0,29,['khaliji'],['sa (2)']
kidsai,7841.0,41,"['vietnamese melodic rap', 'vietnamese trap']",['vn (1)']
ADHD,28956.0,44,"['dakke dak', 'danish pop']","['dk (18)', 'is (1)']"
Anna & Emma,1016.0,16,['mgpjr'],['no (1)']
Dexys Midnight Runners,203398.0,62,"['new romantic', 'new wave', 'new wave pop']",['gb (1)']
Kleerup,40739.0,47,"['electropop', 'metropopolis', 'swedish electropop', 'swedish pop']",['se (7)']
Oslo Gospel Choir,50148.0,35,"['christelijk', 'classic norwegian pop', 'gospel singers', 'norsk lovsang', 'norwegian gospel']",['no (4)']
La Septima Banda,847138.0,51,"['banda', 'banda carnavalera', 'corrido', 'musica mexicana', 'nueva musica mexicana']",['mx (1)']
Attan,2507.0,13,['icelandic hip hop'],['is (10)']
Banda Carnaval,1946798.0,61,"['banda', 'musica mexicana', 'nueva musica mexicana', 'ranchera']","['gt (1)', 'mx (2)']"
Bernice West,47479.0,41,"['afrikaans', 'south african pop']",['za (1)']
Yeni Inka,152398.0,54,['dangdut koplo'],['id (1)']
Ledinsky,1920.0,22,[],"['at (1)', 'lt (1)', 'se (1)']"
AK26,61990.0,37,"['hungarian hip hop', 'magyar trap']",['hu (5)']
Bugoy Na Koykoy,186668.0,51,"['pinoy alternative rap', 'pinoy hip hop', 'tagalog rap']",['ph (1)']
Siti Sarah,13311.0,29,[],['my (1)']
Karina Christy,1465.0,1,[],['id (1)']
Khac Viet,235433.0,38,['v-pop'],['vn (3)']
Ledri Vula,187566.0,56,"['albanian hip hop', 'albanian pop', 'kosovan pop']",['ch (4)']
Lani Rose,11427.0,39,['chill pop'],['lu (1)']
The Amity Affliction,596951.0,60,"['australian metalcore', 'melodic metalcore', 'metalcore', 'screamo']",['au (2)']
Mr. Crazy,0.0,40,"['moroccan pop', 'rai', 'rap maroc']",['ma (1)']
SG Wannabe,159957.0,41,"['k-pop', 'korean ost', 'korean pop']","['hk (1)', 'my (1)', 'sg (1)', 'kr (1)', 'tw (2)']"
Parker McCollum,238335.0,67,"['contemporary country', 'texas country']",['us (1)']
Chandra Liow,11650.0,20,['indonesian hip hop'],['id (1)']
Marteria,817944.0,61,['german hip hop'],"['at (13)', 'de (34)', 'lu (1)', 'ch (5)']"
Locura Mix,72135.0,56,"['cumbia 420', 'rkt']","['ar (2)', 'py (1)', 'uy (1)']"
Diquenza,2050.0,54,[],['nl (2)']
Khushank Dalal,246.0,12,[],['in (1)']
Grupo Play,108441.0,48,"['cumbia pop', 'cumbia villera']","['ar (2)', 'uy (1)']"
Noelia Franco,18539.0,26,"['eurovision', 'latin talent show']",['es (3)']
Mc Rennan,9614.0,54,"['funk mtg', 'rave funk']","['br (1)', 'pt (1)']"
Vesala,76830.0,47,"['finnish dance pop', 'finnish pop']",['fi (45)']
Naughty Boy,321853.0,61,"['uk contemporary r&b', 'uk pop']","['us (1)', 'gb (5)', 'ar (1)', 'au (3)', 'at (2)', 'be (2)', 'br (2)', 'bg (1)', 'ca (3)', 'cl (1)', 'co (1)', 'cr (1)', 'cz (3)', 'dk (2)', 'ec (1)', 'ee (4)', 'fi (2)', 'fr (2)', 'de (2)', 'gr (3)', 'hk (2)', 'hu (2)', 'is (3)', 'ie (3)', 'it (2)', 'lv (3)', 'lt (4)', 'my (3)', 'mt (1)', 'mx (1)', 'nl (5)', 'nz (2)', 'no (3)', 'py (1)', 'pe (1)', 'ph (2)', 'pl (2)', 'pt (2)', 'ru (1)', 'sg (2)', 'sk (2)', 'es (2)', 'se (2)', 'ch (2)', 'tw (3)', 'tr (2)', 'uy (1)', 'vn (1)']"
MVL,2911.0,30,[],['th (1)']
FattyPillow,9895.0,5,['czsk viral pop'],['cz (1)']
Cub Sport,123445.0,53,"['australian indie', 'australian indie rock', 'australian pop', 'brisbane indie']",['au (1)']
Redondo,27580.0,52,"['deep groove house', 'deep tech house', 'disco house', 'edm', 'electro house', 'house', 'pop dance', 'tropical house']",['nl (3)']
Power Station,127831.0,51,"['c-pop', 'mandopop']",['tw (2)']
Olaf & Hans,86.0,3,[],['at (1)']
"Bobby ""Boris"" Pickett & The Crypt-Kickers",1756.0,10,['halloween'],"['us (1)', 'ca (1)']"
Wael Kfoury,1143366.0,52,"['arab pop', 'belly dance', 'lebanese pop']","['eg (1)', 'ma (1)']"
Fitz and The Tantrums,788661.0,66,"['la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']","['us (1)', 'at (1)', 'br (1)', 'bg (1)', 'cz (1)', 'ee (1)', 'fr (1)', 'de (1)', 'hu (1)', 'lt (1)', 'my (1)', 'sk (1)', 'tw (1)', 'vn (1)']"
Wiley,347210.0,57,"['grime', 'house', 'uk dancehall', 'uk hip hop']","['gb (2)', 'ie (1)', 'mt (1)', 'nl (1)']"
Younggu,165342.0,35,"['thai hip hop', 'thai trap']",['th (2)']
Lena Zevgara,29310.0,34,['greek pop'],"['cy (1)', 'gr (1)']"
Mareux,122035.0,66,['dark synthpop'],"['ee (1)', 'lv (1)', 'lt (1)', 'ua (1)']"
SCIRENA,6696.0,37,['russian viral pop'],"['ru (1)', 'ua (1)']"
AYLA's,17999.0,41,[],['th (1)']
XPOSE,29512.0,23,['malaysian pop'],['my (1)']
GBOYSWAG,15957.0,34,['chinese electropop'],['tw (2)']
NGC Daddy,427430.0,50,"['trap carioca', 'trap pesado']",['br (1)']
Freischwimmer,10586.0,46,"['german dance', 'slap house']",['es (1)']
ANNA,810.0,5,['chinese hip hop'],['tw (2)']
New Order,1763420.0,65,"['art rock', 'dance rock', 'madchester', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'post-punk', 'rock', 'synthpop', 'uk post-punk']",['gb (1)']
Quang Trung,27656.0,37,['viet lo-fi'],['vn (1)']
Jacky Cheung,1268731.0,59,"['c-pop', 'cantopop', 'classic cantopop', 'classic mandopop', 'mandopop']","['hk (5)', 'my (1)', 'tw (4)']"
SEB,70261.0,56,[],"['ca (1)', 'ee (1)', 'id (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'sa (1)', 'sg (1)', 'kr (1)', 'ae (1)']"
Deep Jandu,918262.0,54,"['desi hip hop', 'desi pop', 'punjabi hip hop', 'punjabi pop']",['in (2)']
Samppa Linna,772.0,13,[],['fi (1)']
Alfa,462218.0,58,"['italian pop', 'pop virale italiano']",['it (12)']
PRODUCE 101 JAPAN SEASON2,26539.0,30,['k-pop reality show'],['jp (1)']
SUPER BEAVER,282513.0,55,"['anime', 'j-pop', 'j-poprock', 'j-rock', 'japanese alternative rock']",['jp (1)']
Yo Preston,432.0,32,['channel pop'],"['au (1)', 'bg (1)', 'gr (1)', 'hu (1)', 'id (1)', 'lt (1)', 'sg (1)', 'sk (1)']"
Larco,342.0,7,[],['nl (1)']
Mange Makers,109024.0,38,['swedish eurodance'],['se (3)']
Tinze,1335.0,23,[],['fi (3)']
Chanel,40724.0,56,[],"['gb (1)', 'at (1)', 'be (1)', 'bg (1)', 'cy (1)', 'ee (2)', 'fi (1)', 'gr (1)', 'is (2)', 'ie (1)', 'lv (1)', 'lt (2)', 'lu (1)', 'nl (1)', 'no (1)', 'pt (1)', 'ro (1)', 'es (2)', 'se (1)', 'ch (1)', 'ua (1)']"
WayV-TEN&YANGYANG,111207.0,43,['k-pop'],['th (1)']
Christabelle,1714.0,17,['eurovision'],['mt (1)']
Kiiara,865133.0,61,"['alt z', 'dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop', 'uk pop']","['us (2)', 'gb (2)', 'au (4)', 'at (2)', 'be (2)', 'bo (1)', 'br (1)', 'bg (3)', 'ca (3)', 'cl (1)', 'co (1)', 'cr (1)', 'cy (3)', 'cz (3)', 'dk (2)', 'do (1)', 'ec (1)', 'sv (1)', 'ee (4)', 'fi (1)', 'fr (1)', 'de (2)', 'gr (4)', 'gt (1)', 'hn (1)', 'hk (3)', 'hu (4)', 'is (2)', 'id (2)', 'ie (2)', 'it (2)', 'lv (4)', 'lt (4)', 'lu (2)', 'my (3)', 'mt (4)', 'mx (1)', 'nl (2)', 'nz (3)', 'ni (1)', 'no (2)', 'pa (1)', 'py (1)', 'pe (1)', 'ph (3)', 'pl (3)', 'pt (2)', 'ro (1)', 'sg (4)', 'sk (4)', 'es (1)', 'se (2)', 'ch (3)', 'tw (4)', 'th (1)', 'tr (1)', 'uy (1)', 'vn (1)']"
Hale,807711.0,60,"['opm', 'pinoy reggae', 'pinoy rock', 'pop rock']",['ph (6)']
Tus,26446.0,9,['greek hip hop'],"['cy (1)', 'gr (1)']"
Remady,49532.0,51,['slap house'],['ch (1)']
Shaniz,1433.0,28,['francoton'],['fr (1)']
Joyce Jonathan,276773.0,51,"['chanson', 'francoton', 'french pop', 'nouvelle chanson francaise']",['fr (1)']
jambo,5458.0,46,['finnish hip hop'],['fi (6)']
Josef Bamba,1221.0,21,['scandipop'],"['cz (1)', 'dk (1)', 'gr (1)', 'hu (1)', 'mt (1)', 'no (1)', 'sk (1)']"
Yael,5769.0,41,"['czsk hip hop', 'slovak hip hop', 'slovak pop']",['sk (1)']
Nathys,1963.0,47,[],['it (1)']
K. Michelle,1555736.0,49,"['hip pop', 'neo soul', 'pop r&b', 'r&b', 'urban contemporary']","['ca (1)', 'cz (1)', 'ee (1)', 'gr (1)', 'hk (1)', 'hu (1)', 'lv (1)', 'lt (1)', 'my (1)', 'ph (1)', 'sg (1)', 'sk (1)', 'tw (2)']"
Zahara,55335.0,36,"['afro soul', 'south african pop']",['za (1)']
Lacrim,1975846.0,66,"['arabic hip hop', 'francoton', 'french hip hop', 'pop urbaine', 'rap francais']","['be (42)', 'fr (117)', 'it (1)', 'lu (23)', 'ma (20)', 'ch (16)']"
Grupo Recluta,480816.0,69,"['corrido', 'musica mexicana', 'nueva musica mexicana']",['mx (1)']
Dzharakhov,148837.0,45,"['russian alt pop', 'russian hip hop', 'russian pop', 'russian trap', 'russian viral rap']","['ee (1)', 'lv (2)', 'lt (1)', 'ru (7)', 'ua (3)']"
Markus Antonio,1154.0,41,[],['fi (1)']
Renaida,7154.0,28,['swedish idol pop'],['se (1)']
George Dalaras,68888.0,46,"['entehno', 'greek guitar', 'laiko', 'rebetiko']",['cy (1)']
EREN CAN,91186.0,47,"['german hip hop', 'turkish trap pop']","['at (1)', 'de (9)', 'ch (1)']"
Ronisia,227220.0,61,"['francoton', 'pop urbaine']",['fr (9)']
Sinan Ceceli,44543.0,26,[],['tr (1)']
Billy Currington,2399246.0,66,"['contemporary country', 'country', 'country road']","['us (3)', 'ca (2)']"
Staysman & Lazz,58347.0,45,['norwegian pop'],"['no (18)', 'se (1)']"
jockii druce,13112.0,46,['ukrainian viral pop'],['ua (3)']
Alberto Ciccarini,2000.0,42,[],['no (1)']
Kurt Elling,64950.0,43,"['adult standards', 'contemporary vocal jazz', 'jazz', 'vocal jazz']","['gr (1)', 'hu (1)', 'lv (1)', 'lt (1)', 'pl (1)']"
Mariano Bermudez,26023.0,35,"['cumbia pop', 'cumbia uruguaya', 'plena uruguaya']",['uy (2)']
D14,1957.0,12,['rap ivoire'],"['ma (1)', 'ni (1)']"
